title,year,certificate,genre,rating
Mona Home Delivery,2019–,18,Drama            ,5.6
Umang,2021,,Drama  Family            ,7.6
Maa Oori Polimera,II 2021,18,Thriller            ,6.8
#BHAGAR,2022,A,Drama            ,5.8
Godavari,2006,U,Drama  Romance            ,7.7
Hi Krushna,2022 TV Movie,,Comedy  Drama  Family            ,8.2
Jaanmoni 3,2007,,Musical  Romance            ,6.3
Dhaam Dhoom,2008,UA,Action  Drama  Thriller            ,5.7
Meri Jung Ka Elaan,2000,A,Action            ,6.9
Jiti Le Jindagi,2022,UA,Drama            ,7.0
Sona Dhwandi Bhed Te Suchha Pahad,2018,,Mystery            ,4.8
Chaskela,2021–,Not Rated,Comedy  Drama            ,5.5
Oh My Kadavule,I,,Comedy            ,7.0
Ghar Aaya Mera Pardesi,1993,,Drama  Adventure  Action            ,8.2
Second Show,2012,,Action  Crime            ,6.1
Uyarntha Manithan,1968,,Drama            ,2.8
Dhostan,2022,UA,Action            ,6.8
Taj Mahal: An Eternal Love Story,2005,,Drama  History  Musical            ,6.7
Thiruda Thirudi,2003,UA,Comedy  Romance            ,7.9
The Bund,2020,,Documentary  Short            ,6.5
Jwalamukhi,2000,,Action  Drama            ,7.9
A Little Love Story,2022,,Short  Romance            ,4.4
Mr. & Ms. Rowdy,2019,U,Comedy  Thriller            ,6.1
Om 3D,2013,UA,Action  Thriller            ,5.0
Avu Aey Thay!,2019–,,Drama            ,5.3
Mirza,2023 Video,UA,Action  Drama            ,5.4
Punjabi House,1998,U,Comedy  Drama  Romance            ,2.2
Gunaah,2002,A,Crime  Drama  Thriller            ,4.5
Desatanakkili Karayarilla,1986,U,Drama            ,6.6
Eli,2015,U,Comedy            ,5.8
Baap Beti,1954,,Drama            ,5.0
Romans,2013,U,Comedy            ,5.9
PremGranth,1996,UA,Action  Drama  Musical            ,5.1
Gehraiyaan,II 2017,,Horror            ,7.0
Pidikittapulli,2021,U,Thriller            ,7.3
Kashmakash,1973,,Action  Family  Mystery            ,7.2
Ek Khiladi Ek Haseena,2005,,Comedy  Crime  Thriller            ,6.7
Anukokunda Oka Roju,2005,U,Mystery  Thriller            ,6.6
Genius,II 2018,UA,Drama            ,5.3
Tiktiki,2022–,UA 13+,Mystery  Thriller            ,3.7
Girlfriend Chor,2020–,,Romance            ,6.8
Sannyasi Deshonayok,2022,U,Drama            ,5.9
Uyyala Jampala,2013,U,Drama  Family  Romance            ,5.6
Kaleerein,2018,UA,Drama  Romance            ,8.1
Pyar Ki Kahani,1971,,Drama  Romance            ,5.9
Operation Cobra,2019–,UA,Action  Thriller            ,7.6
Kutti Puli,2013,UA,Action  Thriller            ,3.3
Teri Kasam,1982,,Romance            ,5.9
Flush,2022,,Drama            ,6.4
Sweekar Kiya Maine,1983,,Comedy  Drama            ,8.7
Nokol Heere,2021–,13,Mystery            ,2.3
Ee Parakkum Thalika,2001,UA,Comedy  Drama  Romance            ,7.8
Meru Malan,1985,,Romance            ,9.5
Kaathal - The Core,,,Drama            ,5.2
Zindgi Ka Har Rang ... Gulaal,2010–2011,,Drama            ,6.4
The Road to Mandalay,2016,,Drama            ,7.7
Andarivaadu,2005,UA,Action  Comedy  Drama            ,6.4
Happy Ending- Gupchup,2020,,Drama            ,7.9
Baaz: A Bird in Danger,2003,,Mystery  Thriller            ,3.9
Banarasi Babu,1997,U,Comedy            ,7.4
Garam Jawani,1990,,Thriller            ,6.3
Laal Paree,1991,,Fantasy            ,7.0
The Hindu Boy,2022,,Short  Drama            ,5.4
Bungalowil Outha,2005,,Drama            ,5.1
Yeh Teraa Ghar Yeh Meraa Ghar,2001,,Comedy  Drama            ,7.3
Ladies Tailor,2006,,Comedy            ,5.1
Bhootkaal,2016,,Horror            ,4.6
Gangaputrulu,2011,,Drama            ,4.5
Film Hi Film,1983,,Comedy  Drama  Music            ,8.3
Madhur Milan,2000,,Drama  Musical            ,5.5
New Delhi,1987,A,Action  Crime  Drama            ,3.4
Sudigaadu,2012,UA,Action  Comedy            ,7.4
Sunaina,2008,,Comedy  Fantasy            ,6.5
Nalai Namadhe,1975,,Drama            ,7.4
Bucchi Naidu Kandriga,2020,,Drama            ,6.4
English Padam,2017,U,Comedy            ,8.2
Evidey,2019,U,Drama  Mystery  Thriller            ,5.5
Waqt Ki Awaz,1988,A,Action  Crime  Drama            ,7.2
Ponthan Mada,1994,,Drama            ,6.5
Kya Dill Mein Hai,2007–2008,,Drama            ,7.2
Kaaryasthan,2010,U,Comedy            ,8.1
The Seventh String,2021,U,Drama            ,5.8
Deool,2011,UA,Drama            ,8.4
Mirza Jatt,1992,U,Romance            ,4.7
Adhinayakudu,2012,,Action  Drama            ,6.9
Mahadev Ka Gorakhpur,2023,,Action  Thriller            ,6.5
Vir Das: Landing,2022 TV Special,,Comedy            ,3.1
Carry on Kesar,2017,,Comedy  Drama  Family            ,7.5
Zindagi Ek Juaa,1992,,Action            ,8.8
Teen Aur Aadha,2018,16,Drama            ,5.2
Kidnapper,2013,,Comedy            ,7.1
Bhabhi Ki Chudiyan,1961,U,Drama  Family            ,3.3
Goli Soda 2,2018,U,Action  Drama            ,9.6
Chithiram Pesuthadi,2006,,Drama  Romance  Thriller            ,6.6
The Violin Player,2015,A,Drama  Music            ,4.1
Aisi Deewangi Dekhi Nahi Kahi,2017–2018,,Drama  Romance            ,4.4
Insta Millionaire (Pocket FM) Hindi,2022 Podcast Series,,Drama            ,7.9
Bhikari,2017,,Action  Drama  Thriller            ,9.6
Shamantakamani,2017,U,Drama            ,5.8
Jis Desh Men Ganga Behti Hai,1960,U,Drama  Musical  Romance            ,9.1
Tasal,2022,,Crime            ,7.8
Jodi,1999,,Romance            ,7.2
Kottravai,2021,,Action            ,6.3
2 Harihar Nagar,2009,U,Comedy  Thriller            ,8.9
Kabhi Mausam Hua Resham,2003,,Short  Romance            ,8.8
Swapnasundari,2022,,Thriller            ,7.0
Uncle,I 2018,U,Drama            ,9.1
Jonaki,2018,,Drama            ,5.8
Oru Thathvika Avalokanam,2021,U,Comedy            ,7.9
The Light: Swami Vivekananda,2013,U,Biography  History            ,6.7
Aan Devathai,2018,U,Action  Drama            ,7.3
Hum Farishte Nahin,1988,,Action  Thriller            ,3.5
Vatsyayana Kamasutra,2001,,Thriller            ,7.2
Kalyana Vaibhogame,2016,U,Comedy  Drama            ,5.5
Pattabhishekam,1999,,Comedy            ,7.5
Dhurala,2020,UA,Drama            ,7.0
The Last Poem,2015,,Drama  Romance            ,6.7
Anusandhan,2021,A,Thriller            ,7.3
Aatma,2006,,Crime  Drama  Horror            ,5.6
Kairi: Rishta Khatta Meetha,2012–2013,,Drama            ,3.4
Tum Haseen Main Jawan,1970,U,Comedy  Romance            ,6.6
Time Enna Boss,2020–,16,Comedy            ,6.1
Zara Si Zindagi,1983,U,Drama  Family  Romance            ,6.4
Sheela Meri Jaan,1990,,Thriller            ,6.5
Ghaath,2000,A,Crime  Drama  Thriller            ,6.7
Aur Ahista Kijiye Baatein,1998,,Short  Romance            ,7.3
Jai Mahalakshmi,2000–,,,7.3
Hello Remember Me,2022–,UA 16+,Drama            ,7.5
Woh Toh Hai Albela,2022–,UA 13+,Drama            ,8.5
Sillunu Oru Kadhal,2006,UA,Drama  Romance            ,4.5
Operation MBBS,2020–,Not Rated,Comedy  Drama            ,8.1
Attarintiki Daredi,2013,U,Action  Comedy  Drama            ,7.1
Junoon-E-Ishq,2019–,18,Drama            ,6.3
Bed Room,2007,,Romance            ,6.5
Rudra Thandavam,2021,UA,Action  Drama            ,5.3
Itni Si Baat,1981,,Comedy  Family            ,6.3
Celluloid,2013,U,Biography  Drama            ,8.4
Badshah x Jacqueline Fernandez x Aastha Gill: Paani Paani,2021 Music Video,,Music            ,6.5
23rd March 1931: Shaheed,2002,,Biography  Drama  History            ,6.5
Ganga,2006,,Action  Drama  Music            ,5.8
Virsa,2010,,Drama            ,4.2
Kadhal Onru Kanden,2020,,Short            ,7.8
Legacy,V,,Drama            ,6.7
Pingara,2019,UA,Drama            ,4.3
Vijeta,2020,U,Drama  Sport            ,4.4
Rough Book,2016,U,Drama            ,6.7
Padamati Sandhya Ragam,1987,U,Romance            ,5.1
SOS: Secrets of Sex Chapter 3,2014,,Drama            ,5.0
Aalambana,,,Drama            ,5.3
Baaz,1992,,Action  Mystery  Thriller            ,6.5
Bhai,2013,UA,Action  Comedy  Thriller            ,5.6
Padayottam,2018,U,Comedy  Crime            ,5.1
Arjuna Phalguna,2021,UA,Comedy  Crime  Thriller            ,6.4
Hum 2 Hain Na,2003–2004,,Drama            ,4.1
Manasuku Nachindhi,2018,,Romance            ,5.8
Ring Wrong Ring,2010–,,Comedy            ,4.8
Super Dancer,2016–,U,Reality-TV            ,7.2
Sathriyan,2017,,Action            ,4.0
Parugo Parugu,1994,U,Comedy  Crime            ,7.5
Gharana,1989,,Comedy  Drama            ,2.8
Trikona,2022,UA,Mystery  Thriller            ,7.1
Geet,1992,,Drama            ,3.4
Surajya Sanhita,2019,Not Rated,History            ,5.3
Haani,2013,UA,Family  Romance            ,3.7
Chandamama Kathalu,2014,,Drama            ,8.8
Kirumi,2015,,Crime            ,6.6
My Mother's Girlfriend,2021,,Short  Drama            ,8.6
Ghya Chang Fou,2017,A,Comedy  Drama  Fantasy            ,8.1
Deyyam,1996,A,Horror            ,7.5
Open Tee Bioscope,2015,,Drama            ,6.9
Dil Ek Mandir,1963,,Drama  Musical  Romance            ,7.8
Baa Naale Baa,2015,,Drama            ,4.0
Doosukeltha,2013,,Action  Comedy            ,7.4
Hero Heroine,2019,,Drama            ,3.7
Neverland,2019–,,Drama            ,4.7
Aaj Ka Daur,1985,,Action  Drama            ,6.8
Maithili,I 2020,U,Drama            ,6.5
Veera,1994,U,Comedy  Romance            ,7.3
Maharaj Ki Jai Ho,2020,,Comedy            ,5.2
Reddy Garintlo Rowdyism,2022,UA,Action  Romance            ,5.5
Kabir,2018,A,Action  Thriller            ,4.9
Anoochcharito,2011,,Short  Drama            ,7.6
Kismat,1995,,Musical  Family  Drama            ,5.0
SOS Kolkata,2020,UA,Action  Crime  Thriller            ,5.3
Chennai Story,2023,,,6.8
Garam,2005,A,Drama            ,4.7
Crazy Boy,2016,U,Action  Comedy  Romance            ,7.4
Chadarangam,2020–2022,UA,Drama            ,8.4
Sawaare Sabke Sapne... Preeto,2011–2012,Not Rated,Drama            ,6.8
Krishna Arjun,2002–,,Thriller            ,2.6
Khiladi,2013,A,Action  Comedy  Romance            ,7.7
Sarocharu,2012,U,Action  Comedy  Drama            ,6.7
Na venta paduthunna chinnadevadamma,2022,UA,Action  Drama  Romance            ,8.6
Irakal,1985,Unrated,Drama            ,4.9
Escape from Taliban,2003,,Adventure  Drama  Thriller            ,7.2
Gaturro,2010,,Animation  Family            ,6.6
Inspector Notty K,2018,UA,Comedy  Romance            ,7.6
Sadaa Nee Premalo,2022,,,4.6
Kaafi Thota,2017,U,Mystery            ,9.1
Chandrashekhar,2018,PG,History            ,6.1
Fatafat,2019,,Short            ,7.8
Dil Yeh Ziddi Hai,2019–2020,U,Drama            ,3.7
Main Awara Hoon,1983,,Drama  Family            ,5.3
Mungerilal Ke Haseen Sapne,1990–,,Comedy            ,7.4
Kaake Da Viyah,2019,,Comedy            ,5.4
Saaho - The Game,2019 Video Game,,Action            ,5.2
Aamhi Doghi,2018,UA,Drama            ,4.8
Shera,1999,,Action            ,7.1
Valiyaperunnal,2019,UA,Drama  Thriller            ,4.2
Lovers,II 2014,,Romance            ,6.2
Yakshi Faithfully Yours,2012,UA,Horror  Romance  Sci-Fi            ,4.5
Shivalinga,2016,UA,Drama  Horror  Thriller            ,6.7
Samosa & Sons,2021,,Drama            ,7.6
Haridas,2013,,Drama  Sport  Thriller            ,8.5
Doli,1969,,Drama  Romance            ,5.1
Jihad,2017,UA,Drama            ,4.7
Dhira,2020,,Animation            ,4.3
Sakthivel,1994,,Drama            ,6.3
Suttu Pidikka Utharavu,2019,U,Action  Drama            ,6.9
Andar Bahar,1991–1992,,Comedy            ,7.1
Pallavi Anu Pallavi,1983,,Drama  Romance            ,6.1
Soothrakkaran,2019,U,Family  Thriller            ,6.4
Five as Same,2021–,,Drama            ,6.8
Manchi Manasulu,1986,,Drama            ,7.8
Blindspot,I 2017,,Short  Crime  Mystery            ,7.6
Challenge,2017,,Drama            ,6.1
Baap Baap Hota Hai,2018–2022,,Comedy            ,5.4
Rudra Ke Rakshak,2017–,U,Drama            ,7.8
Pyasi Nigahen,1990,A,Thriller            ,7.4
Calcutta 71,1971,,Drama            ,5.4
Binny and Baba,2022,,Drama            ,7.2
Life Lafde Aur Bandiyan,2016–,,Comedy            ,6.7
White Rose,I 2022,,Thriller            ,5.8
Black Coffee,I 2021,U,Comedy            ,5.9
Gruha Pravesam,1982,,Family            ,8.8
Mrigaya,1989,U,Adventure  Drama            ,6.2
Maleyali Jotheyali,2009,U,Comedy  Drama  Romance            ,5.8
Othiram Kadakam,,,Comedy            ,2.8
Seetharama Kalyana,2019,UA,Action  Drama            ,4.3
Pasanga,2009,,Drama  Family            ,8.4
One Mic Stand,2019–,16,Comedy            ,2.6
Raju Gari Gadhi 3,2019,UA,Comedy  Horror  Thriller            ,8.9
Sagardwipey Jawker Dhan,2017,U,Action  Adventure  Mystery            ,6.4
Sagardwipey Jawker Dhan,2017,U,Action  Adventure  Mystery            ,7.4
Mazhe Ghar Mazha Sansar,1986,,,7.0
Your Honor,2021–,,Crime  Thriller            ,3.2
Mambattiyan,2011,U,Action  Crime  Drama            ,6.6
Deedar,1992,,Drama  Romance            ,6.2
Kwatha,,,Drama            ,6.6
Gair,1999,,Action  Drama            ,6.4
Narai Ezhuthum Suyasaritham,2022,U,Drama            ,5.1
Paggal,2022,,Drama            ,8.2
Toonpur Ka Superrhero,2010,U,Animation  Action  Adventure            ,6.5
Namak Issk Ka,2020–2021,13,Drama            ,6.4
Udhayam NH4,2013,U,Action  Thriller            ,7.6
Naanera,2021,,Drama            ,6.2
Taalismaan,2021,,Fantasy            ,4.3
Bhalobasa Bhalobasa,1985,,Romance            ,7.5
Gangster of Mundanmala,,,Crime  Thriller            ,3.4
Madmast Barkhaa,2015,A,Romance  Thriller            ,7.8
Rupinder Gandhi 2: The Robin Hood,2017,UA,Action  Crime  Drama            ,6.7
Waghar,2022,UA,Drama  Family            ,7.4
Zoya Rathore Murderer,2021,,Thriller            ,7.7
Dokyala Shot,2019,,Thriller            ,6.2
Rugged,2019,,Drama            ,5.5
Desire,II 2020,,Short  Romance  Thriller            ,7.6
Prince Narula: Fall,2020 Music Video,,Music            ,4.3
Screenplay,2022,,Action  Crime  Thriller            ,7.0
Bhuvan Shome,1969,U,Comedy  Drama            ,7.4
Suhagan,1986,,Romance            ,7.4
Pehredaar,1979,,Action            ,4.5
Swarag Se Sunder,1986,U,Drama            ,7.1
Bhai - Vyakti Ki Valli 2,2019,,Biography            ,9.7
Vanakkam Da Mappilei,2021,All,Comedy            ,6.8
Kastoori,2019,,Drama            ,5.8
Suriyan Satta Kalloori,2009,,Drama            ,6.3
Swayamsiddha,1975,,Drama            ,5.7
Faltu Engineers,2022,,Comedy            ,8.5
Bulundi,1981,,Action  Crime  Drama            ,7.5
Police Mattu Dada,1991,,,6.0
Vaanku,2021,U,Comedy  Drama  Family            ,6.3
Coffee Ani Barach Kahi,2015,U,Romance            ,8.6
Manjadikuru,2008,U,Drama  Family            ,5.1
Vidhya No.1,2021–,,Drama            ,9.3
Bicycle Thieves,2013,U,Drama            ,5.6
Taxi,II 2020–,,Romance  Thriller            ,6.5
Amar Chitra Katha,2010–,UA,Animation            ,3.7
Kalam,2016,,Drama  Horror  Mystery            ,4.6
Yemandi Avida Vachindi,1993,,,5.2
Ghabraiche Nahin,1990,,,5.4
Lonappante Mammodheesa,2019,U,Drama            ,3.7
Mast Challay Aamcha,2011,,Comedy            ,4.2
Sohobashe,2021,U,Drama            ,7.1
Appudappudu,2003,,,6.0
Hatimtai,1956,,Adventure  Fantasy            ,4.9
Amir Garib,1974,U,Action  Thriller            ,7.3
Vamsee,2000,,Action            ,9.0
Sanskar Dharohar Apno Ki,2013–2014,,Drama            ,7.3
Mallesham,2019,,Biography            ,5.4
Aamne - Saamne,1967,U,Crime  Mystery  Romance            ,4.6
Dharmapuri,2006,,Drama            ,3.1
Morning Raga,2004,,Drama  Music            ,6.9
Dandupalya 3,2018,A,Crime  Thriller            ,4.7
Kudiye Lahore Diye,2019,U,Action  Romance            ,7.5
Do Chehre,2015,,Action            ,5.3
Aaj Ke Angaarey,1988,,Action  Drama            ,6.8
Nijam,2003,UA,Action  Drama            ,6.5
Sasuchya Gharat Javyachi Varaat,2017,,Drama            ,6.1
Waaris,1988,,Drama            ,6.5
Lalbagh,2021,U,Thriller            ,7.0
Bilu: A demon within,2017,,Drama  Fantasy            ,5.5
Dharala Prabhu,2020,UA,Comedy  Drama            ,4.5
Pushpaka Vimana,2017,,Comedy  Drama  Family            ,3.9
Bhaybheet,2020,A,Thriller            ,8.5
Navarasa,2005,,Drama            ,6.4
Love Marriage,II,,Drama            ,3.6
Evil,III 2022,A,Horror            ,6.5
The Choice,2019–,,Drama            ,8.7
Annayya,2000,U,Comedy  Drama  Family            ,7.4
Pyar Pyar,1993,,Action  Drama  Romance            ,6.7
Club 60,2013,U,Drama            ,7.4
Raaja Paarvai,1981,Unrated,Drama  Romance            ,8.0
Nanka Mel,2019,U,Drama            ,8.7
Jai Veeru: Friends Forever,2009,,Action  Adventure  Crime            ,6.3
Pahuna: The Little Visitors,2017,U,Drama  Mystery            ,7.8
Raada,2022,UA,Drama            ,6.2
Maa Beti,1986,,Drama            ,5.8
Runanubandha (The He Without Him),2018,,Drama            ,6.0
Yeti Obhijaan,2017,U,Adventure  Thriller            ,6.4
Love & Life: Ek Haadsa,2022,,Short  Drama            ,3.2
Un Samayal Arayil,2014,U,Comedy  Drama  Family            ,5.3
Ajagajantara,1991,,Comedy  Drama            ,7.5
Sivaranjiniyum Innum Sila Pengalum,2019,UA 7+,Drama            ,7.0
Sunrise,I 2014,,Crime  Drama  Mystery            ,6.8
Ambi Ning Vysaitho,2018,U,Action  Drama  Romance            ,5.0
Zindabaad,2018,,Action            ,4.7
Milan,1967,U,Drama  Musical  Romance            ,7.6
Kunjiramayanam,2015,UA 7+,Comedy            ,6.3
Kadal,1994,Unrated,,6.9
Awaargi,1990,A,Drama            ,3.1
Soora Samhaaram,1988,,Action  Thriller            ,6.1
Ammo Okato Tariku,2000,,Family            ,6.5
Mala Kahich Problem Nahi,2017,UA,Drama            ,3.8
Shikhar,2005,U,Drama            ,2.8
Kankan De Ohle,1970,,Drama  Romance            ,6.5
Sexy Durga,2017,U/A,Drama  Fantasy  Horror            ,3.1
Pyaar Kii Ye Ek Kahaani,2010–2021,PG,Fantasy  Romance            ,8.4
Hero Gayab Mode On,2020–2021,UA 13+,Action  Adventure  Fantasy            ,6.6
Aakashavaani,2021,UA 16+,Drama            ,5.5
Aladdin - Naam Toh Suna Hoga,2018–2021,U,Fantasy            ,8.1
Mr. Majnu,2019,UA,Romance            ,7.1
Saptapadhi,1981,U,Drama  Family  Musical            ,5.4
Giri,2004,,Action  Comedy            ,
Moonnam Pakkam,1988,U,Drama            ,
Dilpreet Dhillon Feat. Mehar Vaani: Nain,2022 Music Video,,Music            ,
Nancy,,,Drama            ,
Dus Numbri,1976,,Action  Comedy  Drama            ,
Dagaalty,2020,UA,Action  Comedy  Drama            ,
Indiawaali Maa,2020–2021,12+,Drama            ,
Vandha Mala,2015,,Drama            ,
Bibaho Diaries,2017,,Comedy  Romance            ,
India Cabaret,1985 TV Movie,,Documentary            ,
Phir Lehraya Lal Dupatta,1989 Video,,Romance            ,
Mona_Darling,2017,,Horror  Thriller            ,
Princess Dollie Aur Uska Magic Bag,2004–2005,,Fantasy            ,
Kuch Tum Kaho Kuch Hum Kahein,2002,,Action  Drama  Romance            ,
Devathai,1997,,,
Narasimham,2000,A,Action  Drama            ,
Honey Bunny Ka Jholmaal,2019–,,Animation  Comedy            ,
Thampu,1978,,Drama            ,
Jal Bin Machali,2020–,A,Drama            ,
Tottaa Pataaka Item Maal,2019,18,Drama            ,
Mera Vyah Kara Do,2022,U,Romance            ,
Tu Abhi Tak Hai Haseen,2022–,,Family            ,
Tenali Rama,1990–,,Biography  Comedy  History            ,
Super Woman,,,Drama            ,
Rakhwala,1989,U,Drama            ,
Sattham,2019,,Thriller            ,
Pran Jaaye Par Shaan Na Jaaye,2003,,Comedy  Drama            ,
Sanju Weds Geetha,2011,UA,Drama  Romance            ,
I Am Eleven,2011,,Documentary  Biography            ,
Karishma Kudrat Kaa,1985,,Action  Drama            ,
Idam Jagath,2018,UA,Action  Thriller            ,
Naaginn: Waadon Ki Agniparikshaa,2007–2009,UA,Fantasy            ,
